model,category,series,page,max_video_resolution,sensor_lens_fov,sensor_fov,horizontal_fov,image_sensor,lens,min_illumination_lux,max_fps,optical_zoom,pan_tilt,pan_tilt_zoom,rs485_rs422_ptz_control,sensitivity,detection_range,object_temperature_range,audio_builtin_mic,audio_support,builtin_mic,compute_capabilities,included_video_analytics,analytics,power,io_ports,operating_temperature,approvals,certifications,outdoor_ready,wdr_lightfinder,zipstream_codec_support,optimizedir_builtin_ir,secure_boot_signed_video_keystore,secure_boot_keystore,sustainability,highlighted_features,voice_announcements,onboard_audio_clips,max_sound_pressure_level,frequency_response,coverage_pattern,other
AXIS M4328-P,Panoramic cameras,AXIS P37 Series,26,2992x2992 (12 MP),"1/2.3” 1.2 mm, F2.2 182°",,,,,0.19/0.00,25/30,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,-,0 °C to 40 °C (32 °F to 104 °F),-,,,Forensic WDR/Lightfinder,√ / √ / √ / -,- / -,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4327-P,Panoramic cameras,AXIS P37 Series,26,2160x2160 (6 MP),"1/1.8” 1.1 mm, F2.2 182°",,,,,0.16/0.00,50/60,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,-,0 °C to 40 °C (32 °F to 104 °F),-,,,Forensic WDR/Lightfinder,√ / √ / √ / -,- / -,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4308-PLE,Panoramic cameras,AXIS P37 Series,26,2880x2880 (12 MP),"1/1.7” 1.3 mm, F2.4 183°",,,,,0.19/0.00,25/30,,,,,,,,√ / √,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection Active tampering alarm Audio detection AXIS Scene Metadata,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK09",,,Forensic WDR/Lightfinder,√ / √ / √ / -,√ / √,√ / √ / √,,PVC free,Dewarped views,,,,,,
AXIS M4348-PLVE,Panoramic cameras,AXIS M43 Series,27,3536x3536 (12.5 MP),"1/1.6” 1.7 mm, F2 185°",,,,,0.08/0.00,50/60*,,,,,,,,√ / √,,,Deep learning processing unit,AXIS Object Analytics AXIS Audio analytics,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / √,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views Directional audio detection,,,,,,
AXIS M4347-PLVE,Panoramic cameras,AXIS M43 Series,27,2464x2464 (6 MP),"1/1.6” 1.7 mm, F2 185°",,,,,0.08/0.00,50/60,,,,,,,,√ / √,,,Deep learning processing unit,AXIS Object Analytics AXIS Audio analytics,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / √,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views Directional audio detection,,,,,,
AXIS M4338-PLVE,Panoramic cameras,AXIS M43 Series,27,3536x3536 (12.5 MP),"1/1.6” 1.7 mm, F2 185°",,,,,0.08/0.00,50/60*,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / √,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4337-PLVE,Panoramic cameras,AXIS M43 Series,27,2464x2464 (6 MP),"1/1.6” 1.7 mm, F2 185°",,,,,0.08/0.00,50/60,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / √,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4337-SPLVE,Panoramic cameras,AXIS M43 Series,27,2464x2464 (6 MP),"1/1.6” 1.7 mm, F2 185°",,,,,0.08/0.00,50/60,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics,,PoE Class 4,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/IP67/IP68/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / √,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4318-PLVE,Panoramic cameras,AXIS M43 Series,27,2992x2992 (12 MP),"1/2.3” 1.2 mm, F2.2 182°",,,,,0.19/0.00,25/30,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4317-PLVE,Panoramic cameras,AXIS M43 Series,27,2160x2160 (6 MP),"1/1.8” 1.1 mm, F2.2 182°",,,,,0.16/0.00,50/60,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4318-PLR,Panoramic cameras,AXIS M43 Series,27,2992x2992 (12 MP),"1/2.3” 1.2 mm, F2.2 182°",,,,,0.19/0.00,25/30,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,1/1,-40 °C to 50 °C (-40 °F to 122 °F),IP66/NEMA 4X,,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M4317-PLR,Panoramic cameras,AXIS M43 Series,27,2160x2160 (6 MP),"1/1.8” 1.1 mm, F2.2 182°",,,,,0.16/0.00,50/60,,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 3,1/1,-40 °C to 50 °C (-40 °F to 122 °F),IP66/NEMA 4X,,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / √ / √,,"PVC free, BFR/CFR free",Dewarped views,,,,,,
AXIS M3077-PLVE,Panoramic cameras,AXIS M43 Series,27,2016x2016 (6 MP),"1/1.8"" 1.6 mm, F2.0, 183°",,,,,0.16/0.00,25/30,,,,,,,,√ / √,,,-,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm,,PoE Class 3,1/1,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / - / √,,PVC free,Dewarped views,,,,,,
AXIS M3057-PLR Mk II,Panoramic cameras,AXIS M43 Series,27,2048x2048 (6 MP),"1/1.8” 1.56 mm, F2.0 185°",,,,,0.16/0.00,50/60,,,,,,,,- / -,,,-,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm,,PoE Class 3,1/1,-40 °C to 55 °C (-40 °F to 131 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/ Lightfinder,√ / √ / √ / -,√ / √,√ / - / √,,PVC free,Dewarped views,,,,,,
AXIS Q87,Pan/tilt/zoom cameras,,28,Visual: 1920x1080 (2.1 MP) Thermal: 640x480,"Visual: 1/2.8” progressive scan CMOS 4.3 - 137,6 mm, F1.4 - 4.0 58.5° - 2.4° Thermal: Uncooled microbolometer Athermalized 35 mm, F1.2, 17° Athermalized 35-105 mm, F1.6, 18° -6° (Zoom)",,,,,Visual: 0.1/0.02,Visual: 50/60 Thermal: 8.3/301,Visual: 32 Thermal: 3 (Zoom),360° endless / -90° to 45° -45° to 90° (inverted configuration),,,Thermal: NETD < 50 mK,,,,,,Deep learning processing unit,Advanced gatekeeper Audio detection AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm,,56 V AC/DC,4,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/NEMA 4X, IK10",,,Visual: Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / √ / FIPS 140-2 Level 2,,PVC free,"Electronic image stabilization RJ45 and SFP interfaces Thermal palettes, Built-in wiper Visual channel: Focus recall",,,,,,
AXIS Q6411-LE,Pan/tilt/zoom cameras,AXIS Q64 Series,29,Visual: 1920x1080 (2 MP) Thermal: Sensor is 384x288 Image can be scaled up to 768x576,"Visual: 1/2"", 6.91 - 214.64 mm, F1.4 - 4.0, 59.6° - 1.0° Thermal: Uncooled microbolomoeter Athermalized lens 7 mm, F1.18, 55°",,,,,0.06/0.001,Visual: 50/60* Thermal: 8.3/301,31,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics Active Gatekeeper Autotracking AXIS Video Motion Detection AXIS Scene Metadata,,"PoE Class 6, PoE Class 4",3,-40 °C to 55 °C (-40 °F to 131 °F),"IP66/IP67/NEMA 4X, IK10",,,WDR/Lightfinder 2.0,√ / √ / √ / √,√ / √,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free 10% recycled plastics, 3% bio-plastics","Electronic image stabilization Thermal palettes Orientation aid, Shock detection Low power mode, Power profiles",,,,,,
AXIS Q6358-LE,Pan/tilt/zoom cameras,AXIS Q64 Series,29,3840x2160 (8 MP),"1/2"" 6.91 - 214.64 mm, F1.36 - 4.6 58.5° - 2.3°",,,,,0.11/0.001,50/60,31,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics Active Gatekeeper Autotracking AXIS Video Motion Detection AXIS Scene Metadata,,PoE Class 6 SFP midspan included,3,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/IP67/NEMA 4X, IK10",,,WDR/Lightfinder 2.0,√ / √ / √ / √,√ / √,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Electronic image stabilization Orientation aid, Shock detection, Laser focus Low power mode, AXIS Live privacy shield Support fpr AXIS Licenc plate verifier",,,,,,
AXIS Q6355-LE,Pan/tilt/zoom cameras,AXIS Q64 Series,29,1920x1080 (2.1 MP),"1/2"" 6.91 - 214.64 mm, F1.36 - 4.6 60.6° - 2.0°",,,,,0.06/0.001,50/60,31,,,,,,,√ / -,,,Deep learning processing unit,"AXIS Object Analytics Active Gatekeeper, Autotracking AXIS Video Motion Detection AXIS Scene Metadata",,PoE Class 6 SFP midspan included,3,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/IP67/NEMA 4X, IK10",,,WDR/Lightfinder 2.0,√ / √ / √ / √,√ / √,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Electronic image stabilization Orientation aid, Shock detection, Laser focus Low power mode, AXIS Live privacy shield Support fpr AXIS Licenc plate verifier",,,,,,
AXIS Q6325-LE,Pan/tilt/zoom cameras,AXIS Q64 Series,29,1920x1080 (2.1 MP),"1/2"" 6.91 - 214.64 mm, F1.36 - 4.6 60.6° - 2.0°",,,,,0.09/0.002,50/60,31,,,,,,,√ / -,,,Deep learning processing unit,"AXIS Object Analytics Active Gatekeeper, Autotracking AXIS Video Motion Detection AXIS Scene Metadata",,"PoE Class 6, PoE Class 4",3,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/IP67/NEMA 4X, IK10",,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / √,√ / √,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free 18% recycled plastics, 5% bio-plastics","Electronic image stabilization Orientation aid, Shock detection Low power mode, AXIS Live privacy shield Support fpr AXIS Licenc plate verifier",,,,,,
AXIS Q6300-E,Pan/tilt/zoom cameras,AXIS Q64 Series,29,2592x1944 (20.4 MP),"1/2"" 3.7 mm, F3.7 360°",,,,,0.06/0.03,25/30,-,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics Autopilot AXIS Video Motion Detection,,PoE Class 8 PoE Class 4,- / -,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/NEMA 4X, IK10",,,WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Directional audio detection Low power mode, Exchangable M14 lenses Integration with AXIS Q63/P56-E PTZ",,,,,,
AXIS Q6225-LE,Pan/tilt/zoom cameras,AXIS Q64 Series,29,1920x1080 (2.1 MP),"1/2"" 6.91 - 214.64 mm, F1.36 - 4.6 63.8° - 2.2°",,,,,0.05/0.001,50/60,31,,,,,,,√ / -,,,-,"AXIS Object Analytics Active Gatekeeper, Autotracking AXIS Video Motion Detection AXIS Scene Metadata",,PoE Class 8 SFP midspan included,3,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/IP68/NEMA 4X , IK10, MIL-STD-810G",,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,√ / √,√ / √ / FIPS 140-2 Level 2,,PVC free,"Electronic image stabilization Built-in wiper Orientation aid, Shock detection Low power mode",,,,,,
AXIS Q6086-E,Pan/tilt/zoom cameras,AXIS Q60 Series,30,2688x1512 (4 MP),"1/1.2"" 6.64 - 225.5 mm, F1.7 - 5.1 61.5° - 2.0°",,,,,0.07/0.005,50/60,34,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Image Health Analytics AXIS Scene Metadata AXIS Video Motion Detection 4,,"PoE Class 6, PoE Class 4 SFP midspan included",3,-50 °C to 55 °C (-58 °F to 134 °F),IP66/67/NEMA 4X/IK10,,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / √,- / -,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Electronic image stabilization Laser focus, Shock detection Orientation aid, Low power mode AXIS Live privacy shield",,,,,,
AXIS Q6088-E,Pan/tilt/zoom cameras,AXIS Q60 Series,30,3840x2160 (8 MP),"1/2"" 6.64 - 225.5 mm, F1.7 - 5.1 60.8° - 2.0°",,,,,0.07/0.05,50/60,34,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Image Health Analytics AXIS Scene Metadata AXIS Video Motion Detection 4,,"PoE Class 6, PoE Class 4 SFP midspan included",3,-50 °C to 50 °C (-58 °F to 122 °F),IP66/67/NEMA 4X/IK10,,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / √,- / -,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Electronic image stabilization Laser focus, Shock detection Orientation aid, Low power mode AXIS Live privacy shield",,,,,,
AXIS Q6020-E,Pan/tilt/zoom cameras,AXIS Q60 Series,30,2592x1944 (20.4 MP),"1/2"" 3.7mm, F3.7 360°",,,,,0.06/0.03,25/30,-,,,,,,,√ / -,,,Deep learning processing unit,AXIS Object Analytics AXIS Video Motion Detection Autopilot,,PoE Class 8 PoE Class 4,- / -,-50 °C to 55 °C (-58 °F to 131 °F),"IP66/NEMA 4X, IK10",,,WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free","Low power mode, Exchangable M14 lenses Integration with AXIS Q60-E PTZ",,,,,,
AXIS V5938,Pan/tilt/zoom cameras,AXIS V59 Series,31,3840x2160 (8 MP),"1/2.5"", 4.4 - 88 mm, F2.0 - 3.8, 70.2°- 4.1°",,,,,0.7/0.06,25/30,20,,,,,,,√ / -,,,,AXIS Video Motion Detection Active tampering alarm Autotracking,,DC,2,0 °C to 40 °C (32 °F to 104 °F),-,,,- / -,√ / √ / √ / -,- / -,√ / - / -,,-,"UHD 4K 2x Canon XLR3 3G-SDI, HDMITM CamStreamer 3-month trial included VISCA support, VISCA over IP support",,,,,,
AXIS V5925,Pan/tilt/zoom cameras,AXIS V59 Series,31,1920x1080 (2.1 MP),"1/2.8"", 4.4 - 132 mm, F1.4 - 4.6 62°- 2.3°",,,,,1.0/0.03,50/60,30,,,,,,,√ / -,,,,AXIS Video Motion Detection Active tampering alarm Autotracking,,DC,2,0 °C to 40 °C (32 °F to 104 °F),-,,,- / -,√ / √ / √ / -,- / -,√ / - / -,,-,"2x Canon XLR3 3G-SDI, HDMITM CamStreamer 3-month trial included VISCA support, VISCA over IP support",,,,,,
AXIS P5676-LE,Pan/tilt/zoom cameras,AXIS V59 Series,31,2688x1512 (4 MP),"1/2.9, 4.5 - 135 mm, F1.6 - 4.6 57.1° - 2.1°",,,,,0.1/0.01,50/60,30,,,,,,,√ / -,,,,AXIS Object Analytics Active Gatekeeper Autotracking AXIS Video Motion Detection AXIS Scene Metadata,,"PoE Class 6, PoE Class 4, AC, DC",4,-30 °C to 50 °C (-22 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,√ / √,√ / √ / √,,"PVC free, bio-plastics","Electronic image stabilization Orientation aid, Spot focus",,,,,,
AXIS P5655-E,Pan/tilt/zoom cameras,AXIS V59 Series,31,1920x1080 (2.1 MP),"1/2.8” 4.3 - 137.6 mm, F1.4 - 4.0 58.7° - 2.4°",,,,,0.1/0.01,50/60,32,,,,,,,√ / -,,,,AXIS Object Analytics Advanced Gatekeeper Audio detection AXIS Video Motion Detection Active tampering alarm AXIS Scene Metadata,,"PoE Class 4, AC, DC",4,-30 °C to 50 °C (-22 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / - / -,,PVC free,"Electronic image stabilization Focus recall Shock detection, Orientation aid",,,,,,
AXIS P5654-E MkII,Pan/tilt/zoom cameras,AXIS V59 Series,31,1280x720 (1 MP) 1920x1080 (2.1 MP),"1/2.8” 4.0 - 84.6 mm, F1.6 - 4.5 77.0° - 3.6°",,,,,0.1/0.01,50/60,21,,,,,,,- / -,,,,AXIS Object Analytics Advanced Gatekeeper AXIS Video Motion Detection Active tampering alarm AXIS Scene Metadata,,PoE Class 4,- / -,-30 °C to 50 °C (-22 °F to 122 °F),"IP66/NEMA 4X, IK10",,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / - / -,,PVC free,"Electronic image stabilization Focus recall Shock detection, Orientation aid",,,,,,
AXIS M5526-E,Pan/tilt/zoom cameras,AXIS M50 Series,32,2688x1512 (4 MP),,"1/3” 4.7 - 47 mm, F1.6 - 3.0 59.1°-6.5°",,,,0.20/0.01,50/60,10,,,,,,,√ / -,,,Deep learnining processing unit,"AXIS Object Analytics AXIS Video Motion Detection Active tampering alarm Audio detection, Advanced gatekeeper AXIS Scene Metadata",,"PoE Class 3, DC",4,-20 °C to 50 °C (-4 °F to 122 °F),IP66,,,Forensic WDR/Lightfinder 2.0,√ / √ / √ / -,- / -,√ / √ / √,,"PVC free, BFR/CFR-free Renewable carbon-based plastics content: 16% (recycled)",Focus recall,,,,,,
AXIS M5075-G,Pan/tilt/zoom cameras,AXIS M50 Series,32,1920x1080 (2.1 MP),,"1/2.8” 2.2 - 11.0 mm, F1.4 - 2.5 71° - 14°",,,,0.1/-,50/60,5,,,,,,,√ / √,,,-,Audio volume detection Scream detection Removed object detection AXIS Video Motion Detection Active tampering alarm,,PoE Class 3,- / -,0 °C to 45 °C (32 °F to 113 °F),-,,,Forensic WDR / -,√ / √ / √ / -,- / -,- / - / -,,PVC free,Wireless I/O with Z-Wave Plus®,,,,,,
AXIS M5075,Pan/tilt/zoom cameras,AXIS M50 Series,32,1920x1080 (2.1 MP),,"1/2.8” 2.2 - 11.0 mm, F1.4 - 2.5 71° - 14°",,,,0.1/-,50/60,5,,,,,,,√ / √,,,-,Audio volume detection Scream detection Removed object detection AXIS Video Motion Detection Active tampering alarm,,PoE Class 3,- / -,0 °C to 45 °C (32 °F to 113 °F),-,,,Forensic WDR / -,√ / √ / √ / -,- / -,- / - / -,,PVC free,-,,,,,,
AXIS M5074,Pan/tilt/zoom cameras,AXIS M50 Series,32,1280x720 (1 MP),,"1/2.8” 2.2 - 11.0 mm, F1.4 - 2.5 71° - 14°",,,,0.1/-,50/60,5,,,,,,,√ / √,,,-,Audio volume detection Scream detection Removed object detection AXIS Video Motion Detection Active tampering alarm,,PoE Class 3,- / -,0 °C to 45 °C (32 °F to 113 °F),-,,,Forensic WDR / -,√ / √ / √ / -,- / -,- / - / -,,PVC free,-,,,,,,
AXIS M5000,Pan/tilt/zoom cameras,AXIS M50 Series,32,PTZ camera: 1920x1080 (2.1 MP) Overview cameras: 2592x1944 (3x 5 MP),,"PTZ camera: 1/2.8” 4.7 - 47 mm, F1.6 - 3.0, 61.8°- 6.7° Overview cameras: 1/2.8” 2.39 mm, F2.0, 360°",,,,PTZ camera: 0.09/0.01 Overview cameras: 0.08/0.03,PTZ camera: 25/30 Overview cameras: 12,10,,,,,,,√ / -,,,-,AXIS Loitering Guard AXIS Video Motion Detection Audio detection Advanced gatekeeper,,"PoE Class 4, DC",4,0 °C to 40 °C (32 °F to 104 °F),-,,,Forensic Capture / -,√ / √ / √ / -,- / -,√ / √ / √,,"PVC free, BFR/CFR free",Shock detection,,,,,,
AXIS M5000-G,Pan/tilt/zoom cameras,AXIS M50 Series,32,PTZ camera: 1920x1080 (2.1 MP) Overview cameras: 2592x1944 (3x 5 MP),,"PTZ camera: 1/2.8” 4.7 - 47 mm, F1.6 - 3.0, 61.8°- 6.7° Overview cameras: 1/2.8” 2.39 mm, F2.0, 360°",,,,PTZ camera: 0.09/0.01 Overview cameras: 0.08/0.03,PTZ camera: 25/30 Overview cameras: 12,10,,,,,,,√ / -,,,-,AXIS Loitering Guard AXIS Video Motion Detection Audio detection Advanced gatekeeper,,"PoE Class 4, DC",4,0 °C to 40 °C (32 °F to 104 °F),-,,,Forensic Capture / -,√ / √ / √ / -,- / -,√ / √ / √,,"PVC free, BFR/CFR free",Wireless I/O with Z-Wave Plus® Shock detection,,,,,,
AXIS Q2802-E,Thermal cameras,AXIS Q28 Series,33,Visual: 3840x2160 (8.3 MP) Thermal: 640x480,"Visual: 8 MP: 1x 1/1.2'' 5.85 mm F1.5, 113.8° Thermal: Uncooled microbolometer Athermalized lens 10 mm, F1.17, 63° 19 mm, F1.0, 31° 25 mm, F1.0, 24° 35 mm, F1.0, 14°",,,,,,8.3/301,,,,√,NETD < 20 mK,,-,√ / -,,,,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm Audio detection,,"PoE Class 4, DC",2/2,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-3 Level 3,,"PVC free, BFR/CFR free",Electronic image stabilization Visual: Edge-to-edge technology Shock detection Low power mode Dynamic power moder Thermal: Thermal palettes,,,,,,
AXIS Q2112-E,Thermal cameras,AXIS Q28 Series,33,640x480,"Uncooled microbolometer Athermalized lens 10 mm, F1.2, 63° 19 mm, F1.0, 31° 25 mm, F1.0, 24.1° 35 mm, F1.2, 17° 60 mm, F1.2, 10°",,,,,,8.3/301,,,,√,NETD < 20 mK,,-,√ / -,,,,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm Audio detection,,"PoE Class 3, 12 - 28 V DC",4,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Electronic image stabilization Thermal palettes,,,,,,
AXIS Q2111-E,Thermal cameras,AXIS Q28 Series,33,384x288,"Uncooled microbolometer Athermalized lens 60 mm, F1.2, 6.2°",,,,,,8.3/301,,,,√,NETD < 20 mK,,-,√ / -,,,,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm Audio detection,,"PoE Class 3, 12 - 28 V DC",4,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Electronic image stabilization Thermal palettes,,,,,,
AXIS Q2101-TE,Thermal cameras,AXIS Q28 Series,33,384x288,"Uncooled microbolometer Athermalized lens 7 mm, F1.18, 55° 13 mm, F1.0, 28° 19 mm, F1.23, 19.4°",,,,,,8.3/301,,,,√,NETD < 40 mK,,-40 °C to 350 °C (-40 °F to 662 °F),√ / -,,,,AXIS Guard Suite Active tampering alarm Early fire detection Audio detection,,"PoE Class 3, 12 - 28 V DC",4,-40 °C to 50 °C (-40 °F to 122 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Thermometric guard tour Isothermal palettes Thermal palettes Spot temperature reading Polygonal detection areas Electronic image stabilization,,,,,,
AXIS Q1972-E,Thermal cameras,AXIS Q28 Series,33,640x480,"Uncooled microbolometer Athermalized lens 10 mm, F1.2, 63° 19 mm, F1.0, 31° 25 mm, F1.0, 24.1° 35 mm, F1.2, 17°",,,,,,8.3/301,,,,-,NETD < 20 mK,,-,√ / -,,,,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm Audio detection,,"PoE Class 3, 12 - 28 V DC",1/1,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Electronic image stabilization Thermal palettes,,,,,,
AXIS Q1971-E,Thermal cameras,AXIS Q28 Series,33,384x288,"Uncooled microbolometer Athermalized lens 7 mm, F1.18, 55° 13 mm, F1.0, 29° 19 mm, F1.23, 19° 25 mm, F1.0, 15° 35 mm, F1.14, 10.5°",,,,,,8.3/301,,,,-,NETD < 20 mK,,-,√ / -,,,,AXIS Guard Suite AXIS Video Motion Detection Active tampering alarm Audio detection,,"PoE Class 3, 12 - 28 V DC",1/1,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Electronic image stabilization Thermal palettes,,,,,,
AXIS Q1961-TE,Thermal cameras,AXIS Q28 Series,33,384x288,"Uncooled microbolometer Athermalized lens 7 mm, F1.18, 55° 13 mm, F1.0, 28°",,,,,,8.3/301,,,,-,NETD < 40 mK,,-40 °C to 350 °C (-40 °F to 662 °F),√ / -,,,,AXIS Guard Suite Active tampering alarm Early fire detection Audio detection,,"PoE Class 3, 12 - 28 V DC",1/1,-40 °C to 60 °C (-40 °F to 140 °F),"IP66/IP67/NEMA 4X, IK102",,,,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,"PVC free, BFR/CFR free",Isothermal palettes Thermal palettes Spot temperature reading Polygonal detection areas Electronic image stabilization,,,,,,
ExCam XPT Q6075,Explosion-protected devices,,34,1920x1080 (2.1 MP),"1/2.8” 4.25 - 170 mm F1.6 - 4.95, 65.1°- 2.0°",,,,,0.1/0.002,50/60,40,,,,,,,,,,,AXIS Guard Suite Active Gatekeeper Autotracking 2 AXIS Video Motion Detection Active tampering alarm,,PoE Class 4 and 24 V DC for additional heater SFP midspan included,- / -,-50 °C to 50 °C (-58 °F to 122 °F),IP66/IP67/IP68,"ATEX, IECEx, IA, EAC, PESO",,Forensic WDR/Lightfinder 2.0,√ / √ / √,,√ / √ / FIPS 140-2 Level 2,,-,"Orientation aid Automatic defog Electronic image stabilization Focus recall, Shock detection",,,,,,
